vendor,game_state,score,game_time,market,created_ts,oddSeq,h,a,d,k,ov,ud
vendorB,prematch,,,ah,2020-07-28T03:59:09,4,0.87,0.31,,-1/1.5,,
vendorB,prematch,,,ah_1st,2020-07-28T03:59:09,0,0.51,0.57,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T03:59:09,1,0.73,0.37,,-0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T03:59:09,2,0.26,0.98,,0,,
vendorB,prematch,,,ah_2nd,2020-07-28T03:59:09,0,0.61,0.46,,-0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T03:59:09,1,0.43,0.65,,-0/0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T03:59:09,2,0.83,0.33,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T03:59:51,0,0.53,0.54,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T03:59:51,1,0.41,0.66,,-0.5,,
vendorB,prematch,,,ah,2020-07-28T03:59:51,2,0.69,0.40,,-1,,
vendorB,prematch,,,ah,2020-07-28T03:59:51,3,0.85,0.32,,-1/1.5,,
vendorB,prematch,,,ah,2020-07-28T03:59:51,4,0.31,0.86,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T03:59:51,0,0.51,0.57,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T03:59:51,1,0.72,0.38,,-0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T03:59:51,2,0.26,0.97,,0,,
vendorB,prematch,,,ah_2nd,2020-07-28T03:59:51,0,0.60,0.47,,-0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T03:59:51,1,0.42,0.65,,-0/0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T03:59:51,2,0.82,0.33,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T04:00:57,0,0.52,0.56,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T04:00:57,1,0.67,0.41,,-1,,
vendorB,prematch,,,ah,2020-07-28T04:00:57,2,0.41,0.67,,-0.5,,
vendorB,prematch,,,ah,2020-07-28T04:00:57,3,0.83,0.33,,-1/1.5,,
vendorB,prematch,,,ah,2020-07-28T04:00:57,4,0.31,0.87,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T04:00:57,0,0.50,0.58,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T04:00:57,1,0.71,0.38,,-0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T04:00:57,2,0.98,0.26,,-0.5/1,,
vendorB,prematch,,,ah_2nd,2020-07-28T04:00:57,0,0.60,0.48,,-0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T04:00:57,1,0.41,0.66,,-0/0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T04:00:57,2,0.80,0.34,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T04:03:21,0,0.51,0.56,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T04:03:21,1,0.66,0.41,,-1,,
vendorB,prematch,,,ah,2020-07-28T04:03:21,2,0.40,0.68,,-0.5,,
vendorB,prematch,,,ah,2020-07-28T04:03:21,3,0.83,0.33,,-1/1.5,,
vendorB,prematch,,,ah,2020-07-28T04:03:21,4,0.30,0.87,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T04:03:21,0,0.50,0.58,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T04:03:21,1,0.71,0.38,,-0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T04:03:21,2,0.98,0.25,,-0.5/1,,
vendorB,prematch,,,ah_2nd,2020-07-28T04:03:21,0,0.59,0.48,,-0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T04:03:21,1,0.41,0.67,,-0/0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T04:03:21,2,0.80,0.34,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T04:03:55,0,0.52,0.56,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T04:03:55,1,0.67,0.41,,-1,,
vendorB,prematch,,,ah,2020-07-28T04:03:55,2,0.40,0.68,,-0.5,,
vendorB,prematch,,,ah,2020-07-28T04:03:55,3,0.83,0.33,,-1/1.5,,
vendorB,prematch,,,ah,2020-07-28T04:03:55,4,0.30,0.87,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T04:03:55,0,0.50,0.58,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T04:03:55,1,0.71,0.38,,-0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T04:03:55,2,1.00,0.25,,-0.5/1,,
vendorB,prematch,,,ah_2nd,2020-07-28T04:03:55,0,0.59,0.48,,-0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T04:03:55,1,0.41,0.67,,-0/0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T04:03:55,2,0.80,0.34,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T04:05:02,0,0.50,0.58,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T04:05:02,1,0.64,0.43,,-1,,
vendorB,prematch,,,ah,2020-07-28T04:05:02,2,0.39,0.70,,-0.5,,
vendorB,prematch,,,ah,2020-07-28T04:05:02,3,0.80,0.34,,-1/1.5,,
vendorB,prematch,,,ah,2020-07-28T04:05:02,4,0.29,0.89,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T04:05:02,0,0.47,0.60,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T04:05:02,1,0.69,0.40,,-0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T04:05:02,2,0.95,0.27,,-0.5/1,,
vendorB,prematch,,,ah_2nd,2020-07-28T04:05:02,0,0.58,0.50,,-0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T04:05:02,1,0.40,0.68,,-0/0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T04:05:02,2,0.78,0.36,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T04:05:45,0,0.48,0.59,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T04:05:45,1,0.63,0.44,,-1,,
vendorB,prematch,,,ah,2020-07-28T04:05:45,2,0.38,0.71,,-0.5,,
vendorB,prematch,,,ah,2020-07-28T04:05:45,3,0.78,0.35,,-1/1.5,,
vendorB,prematch,,,ah,2020-07-28T04:05:45,4,0.29,0.90,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T04:05:58,0,0.47,0.60,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T04:05:58,1,0.68,0.40,,-0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T04:05:58,2,0.94,0.27,,-0.5/1,,
vendorB,prematch,,,ah_2nd,2020-07-28T04:05:58,0,0.57,0.51,,-0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T04:05:58,1,0.39,0.69,,-0/0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T04:05:58,2,0.77,0.36,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T04:06:45,0,0.48,0.59,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T04:06:45,1,0.62,0.44,,-1,,
vendorB,prematch,,,ah,2020-07-28T04:06:45,2,0.38,0.71,,-0.5,,
vendorB,prematch,,,ah,2020-07-28T04:06:45,3,0.78,0.35,,-1/1.5,,
vendorB,prematch,,,ah,2020-07-28T04:06:45,4,0.90,0.29,,-1.5,,
vendorB,prematch,,,ah_1st,2020-07-28T04:06:45,0,0.47,0.60,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T04:06:45,1,0.68,0.40,,-0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T04:06:45,2,0.94,0.27,,-0.5/1,,
vendorB,prematch,,,ah_2nd,2020-07-28T04:06:45,0,0.57,0.51,,-0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T04:06:45,1,0.39,0.69,,-0/0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T04:06:45,2,0.76,0.36,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T04:08:33,0,0.48,0.59,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T04:08:33,1,0.63,0.44,,-1,,
vendorB,prematch,,,ah,2020-07-28T04:08:33,2,0.38,0.71,,-0.5,,
vendorB,prematch,,,ah,2020-07-28T04:08:33,3,0.79,0.35,,-1/1.5,,
vendorB,prematch,,,ah,2020-07-28T04:08:33,4,0.29,0.90,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T04:08:46,0,0.47,0.60,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T04:08:46,1,0.69,0.40,,-0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T04:08:46,2,0.95,0.27,,-0.5/1,,
vendorB,prematch,,,ah_2nd,2020-07-28T04:08:46,0,0.57,0.51,,-0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T04:08:46,1,0.39,0.69,,-0/0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T04:08:46,2,0.77,0.36,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T04:11:50,0,0.48,0.59,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T04:11:50,1,0.63,0.44,,-1,,
vendorB,prematch,,,ah,2020-07-28T04:11:50,2,0.38,0.71,,-0.5,,
vendorB,prematch,,,ah,2020-07-28T04:11:50,3,0.78,0.35,,-1/1.5,,
vendorB,prematch,,,ah,2020-07-28T04:11:50,4,0.29,0.90,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T04:11:50,0,0.47,0.60,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T04:11:50,1,0.68,0.40,,-0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T04:11:50,2,0.94,0.27,,-0.5/1,,
vendorB,prematch,,,ah_2nd,2020-07-28T04:11:50,0,0.57,0.51,,-0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T04:11:50,1,0.39,0.69,,-0/0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T04:11:50,2,0.77,0.36,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T04:13:08,0,0.60,0.47,,-1,,
vendorB,prematch,,,ah,2020-07-28T04:13:08,1,0.46,0.62,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T04:13:08,2,0.73,0.37,,-1/1.5,,
vendorB,prematch,,,ah,2020-07-28T04:13:08,3,0.37,0.73,,-0.5,,
vendorB,prematch,,,ah,2020-07-28T04:13:08,4,0.87,0.31,,-1.5,,
vendorB,prematch,,,ah_1st,2020-07-28T04:13:08,0,0.45,0.62,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T04:13:08,1,0.65,0.43,,-0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T04:13:08,2,0.89,0.29,,-0.5/1,,
vendorB,prematch,,,ah_2nd,2020-07-28T04:13:08,0,0.55,0.53,,-0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T04:13:08,1,0.38,0.71,,-0/0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T04:13:08,2,0.72,0.37,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T04:14:05,0,0.60,0.47,,-1,,
vendorB,prematch,,,ah,2020-07-28T04:14:05,1,0.46,0.62,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T04:14:05,2,0.73,0.37,,-1/1.5,,
vendorB,prematch,,,ah,2020-07-28T04:14:05,3,0.37,0.73,,-0.5,,
vendorB,prematch,,,ah,2020-07-28T04:14:05,4,0.87,0.31,,-1.5,,
vendorB,prematch,,,ah_1st,2020-07-28T04:14:05,0,0.45,0.62,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T04:14:05,1,0.65,0.42,,-0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T04:14:05,2,0.90,0.29,,-0.5/1,,
vendorB,prematch,,,ah_2nd,2020-07-28T04:14:05,0,0.55,0.53,,-0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T04:14:05,1,0.38,0.71,,-0/0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T04:14:05,2,0.73,0.37,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T04:15:58,0,0.47,0.60,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T04:15:58,1,0.62,0.45,,-1,,
vendorB,prematch,,,ah,2020-07-28T04:15:58,2,0.38,0.72,,-0.5,,
vendorB,prematch,,,ah,2020-07-28T04:15:58,3,0.77,0.36,,-1/1.5,,
vendorB,prematch,,,ah,2020-07-28T04:15:58,4,0.89,0.29,,-1.5,,
vendorB,prematch,,,ah_1st,2020-07-28T04:15:58,0,0.46,0.61,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T04:15:58,1,0.67,0.41,,-0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T04:15:58,2,0.92,0.28,,-0.5/1,,
vendorB,prematch,,,ah_2nd,2020-07-28T04:15:58,0,0.56,0.52,,-0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T04:15:58,1,0.39,0.70,,-0/0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T04:15:58,2,0.75,0.37,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T04:33:47,0,0.48,0.59,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T04:33:47,1,0.63,0.44,,-1,,
vendorB,prematch,,,ah,2020-07-28T04:33:47,2,0.39,0.70,,-0.5,,
vendorB,prematch,,,ah,2020-07-28T04:33:47,3,0.78,0.35,,-1/1.5,,
vendorB,prematch,,,ah,2020-07-28T04:33:47,4,0.29,0.90,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T04:33:47,0,0.47,0.60,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T04:33:47,1,0.68,0.40,,-0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T04:33:47,2,0.94,0.27,,-0.5/1,,
vendorB,prematch,,,ah_2nd,2020-07-28T04:33:47,0,0.57,0.51,,-0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T04:33:47,1,0.40,0.69,,-0/0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T04:33:47,2,0.77,0.36,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T05:11:12,0,0.52,0.56,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T05:11:12,1,0.66,0.41,,-1,,
vendorB,prematch,,,ah,2020-07-28T05:11:12,2,0.41,0.67,,-0.5,,
vendorB,prematch,,,ah,2020-07-28T05:11:12,3,0.82,0.33,,-1/1.5,,
vendorB,prematch,,,ah,2020-07-28T05:11:12,4,0.31,0.87,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T05:11:12,0,0.50,0.58,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T05:11:12,1,0.70,0.39,,-0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T05:11:12,2,0.96,0.26,,-0.5/1,,
vendorB,prematch,,,ah_2nd,2020-07-28T05:11:12,0,0.59,0.48,,-0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T05:11:12,1,0.41,0.66,,-0/0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T05:11:12,2,0.79,0.35,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T05:12:43,0,0.52,0.56,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T05:12:43,1,0.66,0.42,,-1,,
vendorB,prematch,,,ah,2020-07-28T05:12:43,2,0.41,0.67,,-0.5,,
vendorB,prematch,,,ah,2020-07-28T05:12:43,3,0.82,0.33,,-1/1.5,,
vendorB,prematch,,,ah,2020-07-28T05:12:43,4,0.31,0.87,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T05:12:57,0,0.48,0.59,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T05:12:57,1,0.70,0.39,,-0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T05:12:57,2,0.96,0.26,,-0.5/1,,
vendorB,prematch,,,ah_2nd,2020-07-28T05:12:57,0,0.59,0.48,,-0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T05:12:57,1,0.41,0.67,,-0/0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T05:12:57,2,0.79,0.35,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T05:15:46,0,0.52,0.55,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T05:15:46,1,0.67,0.41,,-1,,
vendorB,prematch,,,ah,2020-07-28T05:15:46,2,0.41,0.67,,-0.5,,
vendorB,prematch,,,ah,2020-07-28T05:15:46,3,0.82,0.33,,-1/1.5,,
vendorB,prematch,,,ah,2020-07-28T05:15:46,4,0.31,0.86,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T05:15:46,0,0.48,0.59,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T05:15:46,1,0.70,0.39,,-0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T05:15:46,2,0.96,0.26,,-0.5/1,,
vendorB,prematch,,,ah_2nd,2020-07-28T05:15:46,0,0.59,0.48,,-0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T05:15:46,1,0.42,0.66,,-0/0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T05:15:46,2,0.80,0.34,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T05:18:59,0,0.53,0.55,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T05:18:59,1,0.67,0.41,,-1,,
vendorB,prematch,,,ah,2020-07-28T05:18:59,2,0.41,0.67,,-0.5,,
vendorB,prematch,,,ah,2020-07-28T05:18:59,3,0.83,0.33,,-1/1.5,,
vendorB,prematch,,,ah,2020-07-28T05:18:59,4,0.31,0.86,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T05:18:59,0,0.50,0.58,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T05:18:59,1,0.70,0.39,,-0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T05:18:59,2,0.97,0.26,,-0.5/1,,
vendorB,prematch,,,ah_2nd,2020-07-28T05:18:59,0,0.60,0.47,,-0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T05:18:59,1,0.42,0.66,,-0/0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T05:18:59,2,0.80,0.34,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T05:20:48,0,0.54,0.54,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T05:20:48,1,0.42,0.66,,-0.5,,
vendorB,prematch,,,ah,2020-07-28T05:20:48,2,0.69,0.40,,-1,,
vendorB,prematch,,,ah,2020-07-28T05:20:48,3,0.84,0.32,,-1/1.5,,
vendorB,prematch,,,ah,2020-07-28T05:20:48,4,0.32,0.85,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T05:20:49,0,0.50,0.57,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T05:20:49,1,0.71,0.38,,-0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T05:20:49,2,0.26,0.97,,0,,
vendorB,prematch,,,ah_2nd,2020-07-28T05:20:49,0,0.60,0.47,,-0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T05:20:49,1,0.42,0.65,,-0/0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T05:20:49,2,0.81,0.34,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T05:47:05,0,0.52,0.56,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T05:47:05,1,0.67,0.41,,-1,,
vendorB,prematch,,,ah,2020-07-28T05:47:05,2,0.41,0.67,,-0.5,,
vendorB,prematch,,,ah,2020-07-28T05:47:05,3,0.83,0.33,,-1/1.5,,
vendorB,prematch,,,ah,2020-07-28T05:47:05,4,0.31,0.87,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T05:47:05,0,0.50,0.58,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T05:47:05,1,0.70,0.39,,-0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T05:47:05,2,0.97,0.26,,-0.5/1,,
vendorB,prematch,,,ah_2nd,2020-07-28T05:47:05,0,0.59,0.48,,-0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T05:47:05,1,0.41,0.66,,-0/0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T05:47:05,2,0.80,0.34,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T05:47:41,0,0.52,0.56,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T05:47:41,1,0.66,0.41,,-1,,
vendorB,prematch,,,ah,2020-07-28T05:47:41,2,0.41,0.67,,-0.5,,
vendorB,prematch,,,ah,2020-07-28T05:47:41,3,0.82,0.33,,-1/1.5,,
vendorB,prematch,,,ah,2020-07-28T05:47:41,4,0.31,0.87,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T05:47:41,0,0.48,0.59,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T05:47:41,1,0.69,0.39,,-0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T05:47:41,2,0.95,0.26,,-0.5/1,,
vendorB,prematch,,,ah_2nd,2020-07-28T05:47:41,0,0.59,0.48,,-0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T05:47:41,1,0.41,0.67,,-0/0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T05:47:41,2,0.79,0.35,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T05:48:08,0,0.51,0.57,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T05:48:08,1,0.65,0.42,,-1,,
vendorB,prematch,,,ah,2020-07-28T05:48:08,2,0.40,0.68,,-0.5,,
vendorB,prematch,,,ah,2020-07-28T05:48:08,3,0.80,0.34,,-1/1.5,,
vendorB,prematch,,,ah,2020-07-28T05:48:08,4,0.30,0.87,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T05:48:08,0,0.48,0.59,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T05:48:08,1,0.69,0.40,,-0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T05:48:08,2,0.94,0.27,,-0.5/1,,
vendorB,prematch,,,ah_2nd,2020-07-28T05:48:08,0,0.58,0.50,,-0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T05:48:08,1,0.41,0.67,,-0/0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T05:48:08,2,0.78,0.35,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T05:48:57,0,0.51,0.57,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T05:48:57,1,0.65,0.43,,-1,,
vendorB,prematch,,,ah,2020-07-28T05:48:57,2,0.40,0.68,,-0.5,,
vendorB,prematch,,,ah,2020-07-28T05:48:57,3,0.80,0.34,,-1/1.5,,
vendorB,prematch,,,ah,2020-07-28T05:48:57,4,0.30,0.87,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T05:48:57,0,0.47,0.60,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T05:48:57,1,0.68,0.40,,-0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T05:48:57,2,0.94,0.27,,-0.5/1,,
vendorB,prematch,,,ah_2nd,2020-07-28T05:48:57,0,0.58,0.50,,-0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T05:48:57,1,0.41,0.67,,-0/0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T05:48:57,2,0.78,0.36,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T05:49:54,0,0.51,0.57,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T05:49:54,1,0.64,0.43,,-1,,
vendorB,prematch,,,ah,2020-07-28T05:49:54,2,0.40,0.68,,-0.5,,
vendorB,prematch,,,ah,2020-07-28T05:49:54,3,0.79,0.35,,-1/1.5,,
vendorB,prematch,,,ah,2020-07-28T05:49:54,4,0.30,0.87,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T05:49:54,0,0.47,0.60,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T05:49:54,1,0.68,0.40,,-0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T05:49:54,2,0.93,0.28,,-0.5/1,,
vendorB,prematch,,,ah_2nd,2020-07-28T05:49:54,0,0.58,0.50,,-0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T05:49:54,1,0.41,0.68,,-0/0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T05:49:54,2,0.78,0.36,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T05:54:58,0,0.48,0.59,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T05:54:58,1,0.63,0.44,,-1,,
vendorB,prematch,,,ah,2020-07-28T05:54:58,2,0.39,0.70,,-0.5,,
vendorB,prematch,,,ah,2020-07-28T05:54:58,3,0.78,0.36,,-1/1.5,,
vendorB,prematch,,,ah,2020-07-28T05:54:58,4,0.29,0.89,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T05:54:58,0,0.46,0.61,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T05:54:58,1,0.67,0.41,,-0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T05:54:58,2,0.92,0.28,,-0.5/1,,
vendorB,prematch,,,ah_2nd,2020-07-28T05:54:58,0,0.57,0.51,,-0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T05:54:58,1,0.40,0.69,,-0/0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T05:54:58,2,0.76,0.36,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T05:58:10,0,0.50,0.58,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T05:58:10,1,0.63,0.44,,-1,,
vendorB,prematch,,,ah,2020-07-28T05:58:10,2,0.39,0.70,,-0.5,,
vendorB,prematch,,,ah,2020-07-28T05:58:10,3,0.79,0.35,,-1/1.5,,
vendorB,prematch,,,ah,2020-07-28T05:58:10,4,0.29,0.89,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T05:58:10,0,0.47,0.60,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T05:58:10,1,0.68,0.40,,-0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T05:58:10,2,0.93,0.27,,-0.5/1,,
vendorB,prematch,,,ah_2nd,2020-07-28T05:58:10,0,0.57,0.51,,-0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T05:58:10,1,0.40,0.69,,-0/0.5,,
vendorB,prematch,,,ah_2nd,2020-07-28T05:58:10,2,0.77,0.36,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T05:59:11,0,0.50,0.58,,-0.5/1,,
vendorB,prematch,,,ah,2020-07-28T05:59:11,1,0.64,0.43,,-1,,
vendorB,prematch,,,ah,2020-07-28T05:59:11,2,0.39,0.70,,-0.5,,
vendorB,prematch,,,ah,2020-07-28T05:59:11,3,0.79,0.35,,-1/1.5,,
vendorB,prematch,,,ah,2020-07-28T05:59:11,4,0.29,0.89,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T05:59:11,0,0.47,0.60,,-0/0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T05:59:11,1,0.69,0.40,,-0.5,,
vendorB,prematch,,,ah_1st,2020-07-28T05:59:11,2,0.95,0.27,,-0.5/1,,
vendorB,prematch,,,ah_2nd,2020-07-28T05:59:11,0,0.58,0.50,,-0.5,,
